message_id,message_text,message_length,word_count,num_urls,num_digits,num_special_chars,spam_keyword_score,legit_keyword_score,sender_activity_score,sender_account_age_days,messages_sent_last_24h,timestamp,hour_of_day,day_of_week,spam_label
904438,Can you send the report by end of day? next Monday. Please confirm. https://company.portal/docs/2107,100,14,1,4,0,0,1,51.1,478,3,2025-11-22 09:00:00,9,5,0
904439,"Hi, can we reschedule our meeting to next Monday. Let me know.",62,12,0,0,0,0,2,26.1,419,5,2025-11-13 23:00:00,23,3,0
904440,Your order has been shipped and will arrive by the quarterly review. Thanks.,76,13,0,0,0,0,1,73.1,463,10,2025-12-15 11:00:00,11,0,0
904441,"Hi, can we reschedule our meeting to next Monday. Please confirm.",65,11,0,0,0,0,2,50.9,266,4,2025-11-21 16:00:00,16,4,0
904442,Payment received successfully for your subscription. 10:30 AM. Let me know.,75,11,0,4,0,0,1,34.2,443,6,2025-11-20 10:00:00,10,3,0
904443,Payment received successfully for your subscription. Friday evening. Appreciate it.,83,10,0,0,0,0,1,70.9,159,7,2025-10-26 12:00:00,12,6,0
904444,Thanks for your help on the project update. the updated proposal. Thanks.,73,12,0,0,0,0,1,48.8,642,11,2025-12-14 05:00:00,5,6,0
904445,Reminder: your appointment is confirmed for the quarterly review. Appreciate it.,80,11,0,0,0,0,1,65.3,293,9,2025-11-08 22:00:00,22,5,0
904446,Let's catch up tomorrow regarding the timeline. 10:30 AM. Let me know.,70,12,0,4,0,0,0,49.9,290,5,2025-12-14 21:00:00,21,6,0
904447,Could you review the document and share feedback? the updated proposal. Appreciate it.,86,13,0,0,0,0,1,59.7,255,7,2025-11-07 19:00:00,19,4,0
904448,Here are the notes from today's discussion. next Monday. Let me know.,69,12,0,0,0,0,1,49.2,499,8,2025-12-14 15:00:00,15,6,0
904449,Your order has been shipped and will arrive by the quarterly review. Thanks.,76,13,0,0,0,0,1,67.4,421,3,2025-11-03 16:00:00,16,0,0
904450,Could you review the document and share feedback? next Monday. Let me know. https://company.portal/docs/5281,108,14,1,4,0,0,1,31.6,118,7,2025-11-26 16:00:00,16,2,0
904451,Please find the attached invoice for the updated proposal. Please confirm.,74,11,0,0,0,0,1,63,239,4,2025-11-12 01:00:00,1,2,0
904452,Here are the notes from today's discussion. Friday evening. Thanks.,67,10,0,0,0,0,1,67.6,362,4,2025-11-15 05:00:00,5,5,0
904453,Payment received successfully for your subscription. Friday evening. Appreciate it.,83,10,0,0,0,0,1,61,334,5,2025-11-26 08:00:00,8,2,0
904454,Your order has been shipped and will arrive by 10:30 AM. Thanks.,64,12,0,4,0,0,1,39.9,392,5,2025-11-17 23:00:00,23,0,0
904455,Earn money from home instantly exclusive bonus limited time! http://promo.example/1930,86,10,1,4,1,1,0,31,101,17,2025-12-10 09:00:00,9,2,1
904456,Limited offer! Get exclusive bonus limited time!,48,7,0,0,2,2,0,58.6,25,21,2025-11-19 14:00:00,14,2,1
904457,"You've been selected for a cash prize of ₹50,000 today only!",60,11,0,5,1,2,0,83.1,115,14,2025-11-26 09:00:00,9,2,1
904458,Thanks for your help on the project update. 10:30 AM. Please confirm.,69,12,0,4,0,0,1,45.4,455,7,2025-12-23 21:00:00,21,1,0
904459,Thanks for your help on the project update. the updated proposal. Let me know.,78,14,0,0,0,0,1,44.7,233,5,2025-11-02 10:00:00,10,6,0
904460,Exclusive deal just for you instant cashback ASAP! http://promo.example/6134,76,9,1,4,1,1,0,46.4,132,16,2025-11-21 13:00:00,13,4,1
904461,Let's catch up tomorrow regarding the timeline. the quarterly review. Regards.,78,11,0,0,0,0,0,53.7,189,3,2025-11-09 20:00:00,20,6,0
904462,Earn money from home instantly free gift cards before it expires! http://promo.example/9472,91,12,1,4,1,1,0,51.6,123,14,2025-12-10 13:00:00,13,2,1
904463,Thanks for your help on the project update. next Monday. Please confirm.,72,12,0,0,0,0,1,55,348,2,2025-11-11 16:00:00,16,1,0
904464,Here are the notes from today's discussion. Friday evening. Regards.,68,10,0,0,0,0,1,72.1,360,4,2025-11-14 10:00:00,10,4,0
904465,You are eligible for a refund of exclusive bonus now! https://tinyurl.com/7532,78,11,1,4,1,1,0,39.8,92,18,2025-12-22 01:00:00,1,0,1
904466,Let's catch up tomorrow regarding the timeline. Friday evening. Let me know.,76,12,0,0,0,0,0,65.9,353,6,2025-12-13 14:00:00,14,5,0
904467,Your order has been shipped and will arrive by Friday evening. Let me know.,75,14,0,0,0,0,1,42.9,195,,2025-12-09 16:00:00,16,1,0
904468,Can you send the report by end of day? 10:30 AM. Let me know.,61,14,0,4,0,0,1,54.7,375,1,2025-10-28 05:00:00,5,1,0
904469,Reminder: your appointment is confirmed for 10:30 AM. Please confirm.,69,10,0,4,0,0,1,62.4,221,5,2025-12-12 00:00:00,0,4,0
904470,"Hi, can we reschedule our meeting to Friday evening. Please confirm.",68,11,0,0,0,0,2,77.1,330,6,2025-11-10 00:00:00,0,0,0
904471,Please find the attached invoice for 10:30 AM. Regards.,55,9,0,4,0,0,1,35.1,294,5,2025-10-30 14:00:00,14,3,0
904472,Reminder: your appointment is confirmed for 10:30 AM. Please confirm.,69,10,0,4,0,0,1,76.7,370,6,2025-11-23 03:00:00,3,6,0
904473,Thanks for your help on the project update. Friday evening. Let me know.,72,13,0,0,0,0,1,20.4,308,5,2025-12-14 19:00:00,19,6,0
904474,Act fast! Your account will be suspended unless instant cashback limited time! http://bit.ly/2193,97,13,1,4,2,1,0,60.6,123,15,2025-11-26 22:00:00,22,2,1
904475,Please find the attached invoice for next Monday. Please confirm.,65,10,0,0,0,0,1,71.2,388,4,2025-11-28 18:00:00,18,4,0
904476,Can you send the report by end of day? the updated proposal. Regards.,69,13,0,0,0,0,1,31.6,201,9,2025-11-12 05:00:00,5,2,0
904477,Let's catch up tomorrow regarding the timeline. the updated proposal. Regards. https://company.portal/docs/5810,111,12,1,4,0,0,0,,369,8,2025-11-10 03:00:00,3,0,0
904478,Could you review the document and share feedback? next Monday. Appreciate it.,77,12,0,0,0,0,1,34.8,312,11,2025-10-26 02:00:00,2,6,0
904479,"Congratulations! You have won ₹50,000 now! http://promo.example/4223",68,7,1,9,2,0,0,53.8,51,17,2025-11-19 22:00:00,22,2,1
904480,Please find the attached invoice for next Monday. Let me know.,62,11,0,0,0,0,1,67.8,558,7,2025-12-10 14:00:00,14,2,0
904481,Please find the attached invoice for 10:30 AM. Regards.,55,9,0,4,0,0,1,31.6,213,5,2025-11-13 19:00:00,19,3,0
904482,Exclusive deal just for you instant cashback now! https://tinyurl.com/2090,74,9,1,4,1,1,0,71.9,62,22,2025-11-01 21:00:00,21,5,1
904483,Thanks for your help on the project update. the updated proposal. Please confirm.,81,13,0,0,0,0,1,56.7,223,8,2025-11-01 11:00:00,11,5,0
904484,Payment received successfully for your subscription. 10:30 AM. Please confirm.,78,10,0,4,0,0,1,47.5,650,7,2025-11-28 12:00:00,12,4,0
904485,You've been selected for a cash prize of instant cashback now! http://promo.example/2368,88,12,1,4,1,3,0,31.9,30,19,2025-11-07 15:00:00,15,4,1
904486,Let's catch up tomorrow regarding the timeline. 10:30 AM. Please confirm. https://company.portal/docs/5496,106,12,1,8,0,0,0,64.4,218,6,2025-12-12 01:00:00,1,4,0
904487,"Hi, can we reschedule our meeting to the quarterly review. Appreciate it.",73,12,0,0,0,0,2,47.4,433,9,2025-11-29 01:00:00,1,5,0
904488,Could you review the document and share feedback? Friday evening. Let me know.,78,13,0,0,0,0,1,27.1,392,4,2025-11-29 10:00:00,10,5,0
904489,Reminder: your appointment is confirmed for next Monday. Please confirm.,72,10,0,0,0,0,1,52.2,344,2,2025-11-01 07:00:00,7,5,0
904490,Let's catch up tomorrow regarding the timeline. Friday evening. Appreciate it.,78,11,0,0,0,0,0,68.4,253,3,2025-11-05 19:00:00,19,2,0
904491,Thanks for your help on the project update. 10:30 AM. Let me know.,66,13,0,4,0,0,1,40.6,601,7,2025-11-22 10:00:00,10,5,0
904492,"Hi, can we reschedule our meeting to next Monday. Please confirm.",65,11,0,0,0,0,2,66.5,387,4,2025-12-07 01:00:00,1,6,0
904493,Payment received successfully for your subscription. the updated proposal. Thanks.,82,10,0,0,0,0,1,77.6,217,6,2025-11-23 03:00:00,3,6,0
904494,"Hi, can we reschedule our meeting to next Monday. Let me know.",62,12,0,0,0,0,2,53.3,229,2,2025-11-15 20:00:00,20,5,0
904495,Your order has been shipped and will arrive by 10:30 AM. Appreciate it.,71,13,0,4,0,0,1,28.4,366,9,2025-12-06 12:00:00,12,5,0
904496,URGENT: Claim your reward now exclusive bonus ASAP! http://bit.ly/7595,70,9,1,4,1,3,0,36.6,59,11,2025-11-30 00:00:00,0,6,1
904497,Act fast! Your account will be suspended unless a brand new phone limited time! http://promo.example/7089,105,15,1,4,2,0,0,74.9,65,25,2025-11-23 20:00:00,20,6,1
904498,Click here to verify your account exclusive bonus ASAP! http://bit.ly/8478,74,10,1,4,1,3,0,59.4,174,15,2025-12-06 14:00:00,14,5,1
904499,Reminder: your appointment is confirmed for Friday evening. Appreciate it.,74,10,0,0,0,0,1,60.9,355,9,2025-12-09 13:00:00,13,1,0
904500,Please find the attached invoice for Friday evening. Regards.,61,9,0,0,0,0,1,67.5,267,3,2025-12-20 01:00:00,1,5,0
904501,"You've been selected for a cash prize of ₹50,000 ASAP! http://bit.ly/3169",73,11,1,9,1,2,0,56.9,103,20,2025-11-01 03:00:00,3,5,1
904502,Get rich quick with this simple trick free gift cards today only! http://promo.example/6818,91,13,1,4,1,1,0,69.1,18,14,2025-11-23 00:00:00,0,6,1
904503,Could you review the document and share feedback? Friday evening. Appreciate it.,80,12,0,0,0,0,1,41.9,264,7,2025-12-09 00:00:00,0,1,0
904504,Please find the attached invoice for the updated proposal. Please confirm.,74,11,0,0,0,0,1,67.4,261,6,2025-12-07 09:00:00,9,6,0
904505,Let's catch up tomorrow regarding the timeline. the quarterly review. Thanks.,77,11,0,0,0,0,0,54.7,332,4,2025-11-23 11:00:00,11,6,0
904506,Reminder: your appointment is confirmed for the quarterly review. Appreciate it. https://company.portal/docs/9692,113,12,1,4,0,0,1,31.6,564,12,2025-11-26 18:00:00,18,2,0
904507,Can you send the report by end of day? next Monday. Please confirm.,67,13,0,0,0,0,1,33.2,444,10,2025-11-11 09:00:00,9,1,0
904508,Can you send the report by end of day? the quarterly review. Thanks.,68,13,0,0,0,0,1,51.5,597,11,2025-11-19 13:00:00,13,2,0
904509,Here are the notes from today's discussion. the updated proposal. Let me know.,78,13,0,0,0,0,1,48.5,363,10,2025-11-10 04:00:00,4,0,0
904510,Can you send the report by end of day? the updated proposal. Regards.,69,13,0,0,0,0,1,52.1,323,6,2025-11-01 14:00:00,14,5,0
904511,Can you send the report by end of day? 10:30 AM. Regards.,57,12,0,4,0,0,1,46.5,194,3,2025-12-16 20:00:00,20,1,0
904512,"You've been selected for a cash prize of ₹50,000 now! https://tinyurl.com/6902",78,11,1,9,1,2,0,66.6,198,13,2025-12-06 01:00:00,1,5,1
904513,Let's catch up tomorrow regarding the timeline. the quarterly review. Thanks.,77,11,0,0,0,0,0,71.4,212,6,2025-12-16 11:00:00,11,1,0
904514,"Hi, can we reschedule our meeting to 10:30 AM. Regards.",55,10,0,4,0,0,2,72.5,370,7,2025-11-10 13:00:00,13,0,0
904515,Reminder: your appointment is confirmed for the quarterly review. Thanks.,73,10,0,0,0,0,1,81.9,268,5,2025-11-23 01:00:00,1,6,0
904516,URGENT: Claim your reward now a brand new phone ASAP! http://bit.ly/1254,72,11,1,4,1,2,0,,118,15,2025-10-28 12:00:00,12,1,1
904517,Let's catch up tomorrow regarding the timeline. the quarterly review. Thanks.,77,11,0,0,0,0,0,47.8,643,4,2025-11-08 15:00:00,15,5,0
904518,"Click here to verify your account ₹50,000 before it expires! https://tinyurl.com/4820",85,11,1,9,1,2,0,70,20,12,2025-12-06 03:00:00,3,5,1
904519,Can you send the report by end of day? the updated proposal. Appreciate it.,75,14,0,0,0,0,1,50.3,352,7,2025-12-06 15:00:00,15,5,0
904520,Here are the notes from today's discussion. the quarterly review. Regards.,74,11,0,0,0,0,1,44.6,260,6,2025-12-03 08:00:00,8,2,0
904521,Your order has been shipped and will arrive by the updated proposal. Please confirm.,84,14,0,0,0,0,1,,121,5,2025-12-14 04:00:00,4,6,0
904522,Can you send the report by end of day? Friday evening. Thanks.,62,12,0,0,0,0,1,30,367,7,2025-10-30 12:00:00,12,3,0
904523,Limited offer! Get instant cashback today only! http://promo.example/4328,73,8,1,4,2,2,0,81.7,177,11,2025-12-12 12:00:00,12,4,1
904524,"Hi, can we reschedule our meeting to the quarterly review. Regards.",67,11,0,0,0,0,2,48.7,70,6,2025-11-16 05:00:00,5,6,0
904525,You are eligible for a refund of free gift cards ASAP! http://bit.ly/9102,73,12,1,4,1,1,0,43.4,97,15,2025-10-29 19:00:00,19,2,1
904526,Let's catch up tomorrow regarding the timeline. next Monday. Let me know.,73,12,0,0,0,0,0,69.6,546,5,2025-11-08 18:00:00,18,5,0
904527,"Hi, can we reschedule our meeting to the quarterly review. Please confirm.",74,12,0,0,0,0,2,53.4,581,2,2025-11-28 23:00:00,23,4,0
904528,Could you review the document and share feedback? the quarterly review. Regards.,80,12,0,0,0,0,1,47.4,372,4,2025-11-01 15:00:00,15,5,0
904529,Here are the notes from today's discussion. the quarterly review. Thanks.,73,11,0,0,0,0,1,49.8,632,9,2025-11-07 16:00:00,16,4,0
904530,Your order has been shipped and will arrive by the updated proposal. Regards.,77,13,0,0,0,0,1,54.6,,6,2025-12-17 06:00:00,6,2,0
904531,Reminder: your appointment is confirmed for 10:30 AM. Let me know.,66,11,0,4,0,0,1,28.9,859,8,2025-12-07 23:00:00,23,6,0
904532,Payment received successfully for your subscription. next Monday. Let me know.,78,11,0,0,0,0,1,73,363,5,2025-12-15 14:00:00,14,0,0
904533,Your order has been shipped and will arrive by Friday evening. Appreciate it.,77,13,0,0,0,0,1,77.8,325,6,2025-12-20 17:00:00,17,5,0
904534,Reminder: your appointment is confirmed for next Monday. Let me know.,69,11,0,0,0,0,1,77.1,152,6,2025-10-31 11:00:00,11,4,0
904535,"Hi, can we reschedule our meeting to 10:30 AM. Thanks.",54,10,0,4,0,0,2,60.3,226,4,2025-10-29 19:00:00,19,2,0
904536,Congratulations! You have won instant cashback today only! http://bit.ly/5049,77,9,1,4,2,1,0,42.4,49,23,2025-11-01 22:00:00,22,5,1
904537,Please find the attached invoice for the quarterly review. Let me know.,71,12,0,0,0,0,1,44.7,546,8,2025-11-25 09:00:00,9,1,0
904538,Here are the notes from today's discussion. the updated proposal. Please confirm.,81,12,0,0,0,0,1,67.1,332,12,2025-11-22 06:00:00,6,5,0
904539,Thanks for your help on the project update. the updated proposal. Please confirm.,81,13,0,0,0,0,1,97.4,346,6,2025-11-27 04:00:00,4,3,0
904540,Please find the attached invoice for the updated proposal. Appreciate it.,73,11,0,0,0,0,1,64,212,4,2025-11-07 08:00:00,8,4,0
904541,Could you review the document and share feedback? the quarterly review. Let me know.,84,14,0,0,0,0,1,83.8,375,6,2025-11-06 13:00:00,13,3,0
904542,Could you review the document and share feedback? the updated proposal. Let me know. https://company.portal/docs/5863,117,15,1,4,0,0,1,53.4,187,9,2025-12-15 02:00:00,2,0,0
904543,Could you review the document and share feedback? 10:30 AM. Please confirm. https://company.portal/docs/3171,108,13,1,8,0,0,1,61,265,4,2025-11-23 01:00:00,1,6,0
904544,Reminder: your appointment is confirmed for the quarterly review. Please confirm.,81,11,0,0,0,0,1,57.7,339,5,2025-10-31 05:00:00,5,4,0
904545,Reminder: your appointment is confirmed for next Monday. Please confirm.,72,10,0,0,0,0,1,37.6,204,4,2025-11-21 15:00:00,15,4,0
904546,Payment received successfully for your subscription. 10:30 AM. Please confirm.,78,10,0,4,0,0,1,52.9,392,5,2025-11-22 04:00:00,4,5,0
904547,Can you send the report by end of day? next Monday. Let me know.,64,14,0,0,0,0,1,51.3,90,5,2025-12-14 18:00:00,18,6,0
904548,Could you review the document and share feedback? Friday evening. Appreciate it.,80,12,0,0,0,0,1,76.4,440,10,2025-11-29 05:00:00,5,5,0
904549,Can you send the report by end of day? Friday evening. Please confirm.,70,13,0,0,0,0,1,43.8,373,4,2025-12-16 15:00:00,15,1,0
904550,Thanks for your help on the project update. next Monday. Let me know.,69,13,0,0,0,0,1,52.1,730,7,2025-11-28 09:00:00,9,4,0
904551,Thanks for your help on the project update. next Monday. Regards.,65,11,0,0,0,0,1,47.6,358,,2025-11-04 03:00:00,3,1,0
904552,Please find the attached invoice for the quarterly review. Appreciate it.,73,11,0,0,0,0,1,30.4,553,6,2025-12-07 12:00:00,12,6,0
904553,Payment received successfully for your subscription. the updated proposal. Appreciate it.,89,11,0,0,0,0,1,45.2,140,5,2025-11-24 08:00:00,8,0,0
904554,"Act fast! Your account will be suspended unless ₹50,000 limited time! http://bit.ly/5006",88,12,1,9,2,0,0,67.6,15,13,2025-11-20 19:00:00,19,3,1
904555,Could you review the document and share feedback? Friday evening. Let me know.,78,13,0,0,0,0,1,39.8,452,,2025-11-25 15:00:00,15,1,0
904556,Click here to verify your account a brand new phone limited time!,65,12,0,0,1,2,0,68.7,86,16,2025-11-14 02:00:00,2,4,1
904557,Could you review the document and share feedback? 10:30 AM. Appreciate it.,74,12,0,4,0,0,1,54.3,,5,2025-11-16 13:00:00,13,6,0
904558,Can you send the report by end of day? Friday evening. Thanks.,62,12,0,0,0,0,1,30.9,170,8,2025-12-22 08:00:00,8,0,0
904559,You've been selected for a cash prize of a brand new phone today only!,70,14,0,0,1,2,0,50.7,79,15,2025-12-21 06:00:00,6,6,1
904560,Payment received successfully for your subscription. the updated proposal. Please confirm.,90,11,0,0,0,0,1,58.3,372,,2025-10-30 11:00:00,11,3,0
904561,Can you send the report by end of day? 10:30 AM. Please confirm.,64,13,0,4,0,0,1,58,301,4,2025-10-27 07:00:00,7,0,0
904562,You've been selected for a cash prize of free gift cards ASAP! https://tinyurl.com/1172,87,13,1,4,1,3,0,55.8,48,18,2025-11-19 13:00:00,13,2,1
904563,Act fast! Your account will be suspended unless free gift cards limited time!,77,13,0,0,2,1,0,19.6,116,15,2025-11-08 03:00:00,3,5,1
904564,"URGENT: Claim your reward now ₹50,000 today only!",49,8,0,5,1,2,0,70.9,149,22,2025-11-03 20:00:00,20,0,1
904565,Get rich quick with this simple trick instant cashback limited time! http://promo.example/9782,94,12,1,4,1,1,0,72.5,121,11,2025-11-16 22:00:00,22,6,1
904566,Could you review the document and share feedback? next Monday. Thanks.,70,11,0,0,0,0,1,58.3,430,4,2025-11-25 18:00:00,18,1,0
904567,Your order has been shipped and will arrive by Friday evening. Regards.,71,12,0,0,0,0,1,59.7,462,7,2025-12-15 05:00:00,5,0,0
904568,You are eligible for a refund of exclusive bonus now! http://promo.example/5794,79,11,1,4,1,1,0,38,39,25,2025-12-04 22:00:00,22,3,1
904569,Here are the notes from today's discussion. the quarterly review. Regards.,74,11,0,0,0,0,1,67.4,195,5,2025-10-26 18:00:00,18,6,0
904570,Let's catch up tomorrow regarding the timeline. Friday evening. Appreciate it.,78,11,0,0,0,0,0,41.6,342,12,2025-10-28 12:00:00,12,1,0
904571,Can you send the report by end of day? Friday evening. Let me know.,67,14,0,0,0,0,1,26.2,297,6,2025-12-01 10:00:00,10,0,0
904572,Your order has been shipped and will arrive by next Monday. Regards. https://company.portal/docs/6537,101,13,1,4,0,0,1,67.4,819,7,2025-10-31 02:00:00,2,4,0
904573,Your order has been shipped and will arrive by next Monday. Appreciate it.,74,13,0,0,0,0,1,,425,5,2025-11-22 15:00:00,15,5,0
904574,Get rich quick with this simple trick exclusive bonus today only! https://tinyurl.com/2035,90,12,1,4,1,1,0,31.2,53,,2025-12-19 23:00:00,23,4,1
904575,Your order has been shipped and will arrive by the updated proposal. Appreciate it.,83,14,0,0,0,0,1,46.2,174,10,2025-11-11 08:00:00,8,1,0
904576,Let's catch up tomorrow regarding the timeline. the updated proposal. Please confirm.,85,12,0,0,0,0,0,57.9,383,4,2025-11-17 09:00:00,9,0,0
904577,Your order has been shipped and will arrive by the updated proposal. Appreciate it.,83,14,0,0,0,0,1,61.4,,4,2025-12-01 19:00:00,19,0,0
904578,Your order has been shipped and will arrive by 10:30 AM. Appreciate it.,71,13,0,4,0,0,1,31.4,157,6,2025-11-11 15:00:00,15,1,0
904579,"Hi, can we reschedule our meeting to 10:30 AM. Please confirm.",62,11,0,4,0,0,2,43.4,607,4,2025-10-30 14:00:00,14,3,0
904580,"Click here to verify your account ₹50,000 ASAP! https://tinyurl.com/9783",72,9,1,9,1,2,0,76.8,11,15,2025-11-04 19:00:00,19,1,1
904581,Let's catch up tomorrow regarding the timeline. the updated proposal. Please confirm.,85,12,0,0,0,0,0,69.5,275,6,2025-12-14 18:00:00,18,6,0
904582,Thanks for your help on the project update. the quarterly review. Let me know.,78,14,0,0,0,0,1,82.9,429,6,2025-12-20 07:00:00,7,5,0
904583,Act fast! Your account will be suspended unless instant cashback ASAP!,70,11,0,0,2,1,0,41.2,21,22,2025-11-06 01:00:00,1,3,1
904584,Here are the notes from today's discussion. next Monday. Appreciate it.,71,11,0,0,0,0,1,44,318,7,2025-11-28 01:00:00,1,4,0
904585,"Hi, can we reschedule our meeting to Friday evening. Let me know.",65,12,0,0,0,0,2,79.2,332,6,2025-11-05 15:00:00,15,2,0
904586,Could you review the document and share feedback? the quarterly review. Please confirm.,87,13,0,0,0,0,1,68.5,327,4,2025-11-14 13:00:00,13,4,0
904587,Please find the attached invoice for next Monday. Please confirm.,65,10,0,0,0,0,1,65.9,626,6,2025-12-20 15:00:00,15,5,0
904588,Let's catch up tomorrow regarding the timeline. 10:30 AM. Let me know. https://company.portal/docs/5598,103,13,1,8,0,0,0,59.1,337,3,2025-11-14 04:00:00,4,4,0
904589,Please find the attached invoice for the quarterly review. Regards.,67,10,0,0,0,0,1,44.6,871,,2025-11-07 02:00:00,2,4,0
904590,Reminder: your appointment is confirmed for 10:30 AM. Appreciate it.,68,10,0,4,0,0,1,48.3,314,6,2025-11-22 19:00:00,19,5,0
904591,"Hi, can we reschedule our meeting to the quarterly review. Regards.",67,11,0,0,0,0,2,82.4,415,9,2025-11-24 04:00:00,4,0,0
904592,Please find the attached invoice for 10:30 AM. Appreciate it.,61,10,0,4,0,0,1,60.4,297,10,2025-10-30 02:00:00,2,3,0
904593,Could you review the document and share feedback? the updated proposal. Let me know.,84,14,0,0,0,0,1,32.3,287,5,2025-12-20 13:00:00,13,5,0
904594,Reminder: your appointment is confirmed for Friday evening. Thanks.,67,9,0,0,0,0,1,41.3,1500,5,2025-11-27 01:00:00,1,3,0
904595,Can you send the report by end of day? the quarterly review. Appreciate it.,75,14,0,0,0,0,1,39.8,209,7,2025-12-14 20:00:00,20,6,0
904596,Let's catch up tomorrow regarding the timeline. next Monday. Please confirm.,76,11,0,0,0,0,0,70.9,501,7,2025-11-10 15:00:00,15,0,0
904597,Let's catch up tomorrow regarding the timeline. 10:30 AM. Let me know.,70,12,0,4,0,0,0,46.8,346,3,2025-12-15 11:00:00,11,0,0
904598,Payment received successfully for your subscription. next Monday. Thanks.,73,9,0,0,0,0,1,58.2,568,8,2025-12-03 07:00:00,7,2,0
904599,Can you send the report by end of day? Friday evening. Please confirm.,70,13,0,0,0,0,1,32.9,521,7,2025-10-30 22:00:00,22,3,0
904600,Let's catch up tomorrow regarding the timeline. the quarterly review. Appreciate it. https://company.portal/docs/9697,117,13,1,4,0,0,0,45.7,351,7,2025-12-13 03:00:00,3,5,0
904601,Your order has been shipped and will arrive by the updated proposal. Thanks.,76,13,0,0,0,0,1,69.9,340,8,2025-10-28 05:00:00,5,1,0
904602,Reminder: your appointment is confirmed for 10:30 AM. Regards.,62,9,0,4,0,0,1,93.6,291,10,2025-11-26 13:00:00,13,2,0
904603,Thanks for your help on the project update. Friday evening. Please confirm.,75,12,0,0,0,0,1,63.3,,4,2025-10-28 23:00:00,23,1,0
904604,URGENT: Claim your reward now exclusive bonus now! http://bit.ly/5111,69,9,1,4,1,3,0,,28,,2025-11-25 06:00:00,6,1,1
904605,URGENT: Claim your reward now free gift cards before it expires! http://bit.ly/7636,83,12,1,4,1,3,0,74.2,136,20,2025-11-12 10:00:00,10,2,1
904606,Payment received successfully for your subscription. the quarterly review. Thanks.,82,10,0,0,0,0,1,59.1,377,10,2025-10-30 20:00:00,20,3,0
904607,Let's catch up tomorrow regarding the timeline. Friday evening. Let me know.,76,12,0,0,0,0,0,43.9,444,1,2025-12-09 04:00:00,4,1,0
904608,Could you review the document and share feedback? next Monday. Regards.,71,11,0,0,0,0,1,60.5,190,3,2025-12-15 18:00:00,18,0,0
904609,Here are the notes from today's discussion. Friday evening. Appreciate it.,74,11,0,0,0,0,1,58.9,479,4,2025-12-18 15:00:00,15,3,0
904610,Your order has been shipped and will arrive by 10:30 AM. Appreciate it.,71,13,0,4,0,0,1,67.7,749,8,2025-11-23 04:00:00,4,6,0
904611,Your order has been shipped and will arrive by 10:30 AM. Thanks.,64,12,0,4,0,0,1,73.3,325,7,2025-11-16 14:00:00,14,6,0
904612,Please find the attached invoice for 10:30 AM. Let me know. https://company.portal/docs/9422,92,12,1,8,0,0,1,41.4,83,4,2025-11-25 02:00:00,2,1,0
904613,Congratulations! You have won exclusive bonus now! http://bit.ly/1461,69,8,1,4,2,1,0,34.9,157,20,2025-12-07 05:00:00,5,6,1
904614,Could you review the document and share feedback? the quarterly review. Regards.,80,12,0,0,0,0,1,29.8,517,7,2025-12-16 04:00:00,4,1,0
904615,Can you send the report by end of day? 10:30 AM. Please confirm.,64,13,0,4,0,0,1,56.1,395,3,2025-11-03 09:00:00,9,0,0
904616,"Click here to verify your account ₹50,000 limited time! http://promo.example/2184",81,10,1,9,1,2,0,62.1,31,21,2025-11-17 00:00:00,0,0,1
904617,Your order has been shipped and will arrive by 10:30 AM. Appreciate it.,71,13,0,4,0,0,1,75.5,245,,2025-12-14 15:00:00,15,6,0
904618,"Click here to verify your account ₹50,000 now! http://promo.example/7529",72,9,1,9,1,2,0,43.4,54,20,2025-12-18 00:00:00,0,3,1
904619,Please find the attached invoice for 10:30 AM. Appreciate it.,61,10,0,4,0,0,1,98.6,527,6,2025-11-07 01:00:00,1,4,0
904620,Your order has been shipped and will arrive by the quarterly review. Please confirm.,84,14,0,0,0,0,1,49.1,351,9,2025-10-31 14:00:00,14,4,0
904621,Let's catch up tomorrow regarding the timeline. next Monday. Regards.,69,10,0,0,0,0,0,33.6,120,7,2025-10-29 19:00:00,19,2,0
904622,Can you send the report by end of day? 10:30 AM. Please confirm.,64,13,0,4,0,0,1,50.7,391,3,2025-12-09 22:00:00,22,1,0
904623,Can you send the report by end of day? Friday evening. Thanks.,62,12,0,0,0,0,1,53.3,299,,2025-11-19 22:00:00,22,2,0
904624,"Hi, can we reschedule our meeting to Friday evening. Appreciate it.",67,11,0,0,0,0,2,85.2,325,6,2025-12-20 03:00:00,3,5,0
904625,"Hi, can we reschedule our meeting to next Monday. Regards.",58,10,0,0,0,0,2,74.5,465,6,2025-10-31 09:00:00,9,4,0
904626,Thanks for your help on the project update. the quarterly review. Appreciate it. https://company.portal/docs/4249,113,14,1,4,0,0,1,37.3,287,3,2025-11-21 22:00:00,22,4,0
904627,Click here to verify your account instant cashback before it expires! https://tinyurl.com/5510,94,12,1,4,1,3,0,48.3,58,13,2025-11-15 06:00:00,6,5,1
904628,Your order has been shipped and will arrive by 10:30 AM. Let me know.,69,14,0,4,0,0,1,35.4,359,4,2025-11-20 20:00:00,20,3,0
904629,Thanks for your help on the project update. Friday evening. Please confirm.,75,12,0,0,0,0,1,57.1,398,7,2025-12-13 23:00:00,23,5,0
904630,Thanks for your help on the project update. next Monday. Let me know.,69,13,0,0,0,0,1,,759,6,2025-11-07 03:00:00,3,4,0
